SentenceID,Transcript,Device
speaker64_f_nn_utt19,kowe ngerti dalan menyang terminal,
speaker64_f_nn_utt20,ibuku lagi masak ing pawon,
speaker64_f_nn_utt21,sing sabar kabeh bakal apik,
speaker64_f_nn_utt22,dino minggu aku pengin istirahat wae,
speaker64_f_nn_utt23,aja banter banter ana wong turu,
speaker64_f_nn_utt24,sepedhamu anyar apik tenan,
speaker64_f_nn_utt25,aku seneng mangan pecel,
speaker64_f_nn_utt26,ayo sinau bareng kanggo ujian,
speaker64_f_nn_utt27,dino iki aku akeh tugas,
speaker64_f_nn_utt28,kowe bisa nulungi aku ora,
speaker64_f_nn_utt29,bocah cilik kuwi lucu,
speaker64_f_nn_utt30,matur nuwun wis nulungi aku,
speaker65_m_nn_utt01,Aku arep tuku sayur neng pasar esuk-esuk,Poco X7 Pro
speaker65_m_nn_utt02,Kowe wis mangan durung dina iki?,Poco X7 Pro
speaker65_m_nn_utt03,Mbokne masak pindang iwak wingi sore.,Poco X7 Pro
speaker65_m_nn_utt04,Omahku cedhak karo sekolah desa,Poco X7 Pro
speaker65_m_nn_utt05,Aja lali ngumbah piring sawise mangan,Poco X7 Pro
speaker65_m_nn_utt06,Dina iki aku krasa kesel banget,Poco X7 Pro
speaker65_m_nn_utt07,Bapak lunga kerja sakdurunge srengenge munggah,Poco X7 Pro
speaker65_m_nn_utt08,Bocah cilik iku seneng dolanan bal-balan,Poco X7 Pro
speaker65_m_nn_utt09,Aku pengin sinau boso Jowo luwih jero,Poco X7 Pro
speaker65_m_nn_utt10,Mbiyen aku kerep dolan neng sawah bareng koncoku,Poco X7 Pro
speaker65_m_nn_utt11,Omahe simbah adoh saka kutha,Poco X7 Pro
speaker65_m_nn_utt12,Kowe iso nulungi aku nggawe tugas ora?,Poco X7 Pro
speaker65_m_nn_utt13,Dina Senin aku bakal ujian matematika,Poco X7 Pro
speaker65_m_nn_utt14,"Ojo rame-rame, ono wong turu ing njero",Poco X7 Pro
speaker65_m_nn_utt15,Iwak goreng iki rasane enak tenan,Poco X7 Pro
speaker65_m_nn_utt16,"Yen udan, dalane gampang dadi licin",Poco X7 Pro
speaker65_m_nn_utt17,Sepedaku banne bocor ing tengah dalan.,Poco X7 Pro
speaker65_m_nn_utt18,Aku kudu tuku pulsa kanggo telpon ibu.,Poco X7 Pro
speaker65_m_nn_utt19,Dhek wingi aku mlaku-mlaku neng alun-alun.,Poco X7 Pro
speaker65_m_nn_utt20,Es krim rasa coklat iku favoritku,Poco X7 Pro
speaker65_m_nn_utt21,Aku krungu swara motor banter banget,Poco X7 Pro
speaker65_m_nn_utt22,"Yen ono masalah, ayo dirembug bareng",Poco X7 Pro
speaker65_m_nn_utt23,Aku arep sinau nyetir mobil minggu ngarep,Poco X7 Pro
speaker65_m_nn_utt24,Pancen angel ngelingi kabeh aturan sekolah,Poco X7 Pro
speaker65_m_nn_utt25,Mbakyuku seneng maca buku sejarah,Poco X7 Pro
speaker65_m_nn_utt26,Dina Sabtu aku rencana ngunjungi simbah,Poco X7 Pro
speaker65_m_nn_utt27,"Yen lapar, masak mie wae luwih cepet",Poco X7 Pro
speaker65_m_nn_utt28,Wektu cilik aku wedi karo asu,Poco X7 Pro
speaker65_m_nn_utt29,Aku kudu tangi awan kanggo kerja kelompok,Poco X7 Pro
speaker65_m_nn_utt30,Bareng-bareng luwih gampang tinimbang dewekan,Poco X7 Pro
speaker66_m_nn_utt01,"Wingi, aku mangan sega goreng karo bapak",
speaker66_m_nn_utt02,Bapak ngombe kopi ireng sawise dhahar,
speaker66_m_nn_utt03,Adhik bareng rencang-rencange dolanan ball,
speaker66_m_nn_utt04,Ibu ing dapur saged nggoreng tempe,
speaker66_m_nn_utt05,Aku nulis layang kanggo sari,
speaker66_m_nn_utt06,Sapi mangan suket,
speaker66_m_nn_utt07,Kowe tuku klambi anyar,
speaker66_m_nn_utt08,"Wingi, perutku lara bar mangan sambel",
speaker66_m_nn_utt09,Alon-alon waton kelakon,
speaker66_m_nn_utt10,Witing tresna jalaran saka kulina,
speaker66_m_nn_utt11,Aku nggarep PR matematika mau bengi,
speaker66_m_nn_utt12,Aku tuku HP anyar wingi sore,
speaker66_m_nn_utt13,Siti nyuci klambi saben minggu,
speaker66_m_nn_utt14,Kowe kudu mbayar utang saiki,
speaker66_m_nn_utt15,Apa sih sing kita sawise in donya iki,
speaker66_m_nn_utt16,Ibu masak sayur asem neng pawon,
speaker66_m_nn_utt17,Adhik dolanan ball neng lapangan,
speaker66_m_nn_utt18,Pakdhe nandur jagung neng alas,
speaker66_m_nn_utt19,Budi nunggu bis neng halte,
speaker66_m_nn_utt20,Kucingku nyolong ikan neng meja,
speaker66_m_nn_utt21,Warga kerja bakti neng kampus minggu ngarep,
speaker66_m_nn_utt22,Aku ketemu mantan neng mall wingi,
speaker66_m_nn_utt23,Bapak arep mancing neng kali mengko sore,
speaker66_m_nn_utt24,Sari tuku sate neng pengkolan mengko sore,
speaker66_m_nn_utt25,Murid-muri upacara neng sekolahan jam pitu,
speaker66_m_nn_utt26,"Ngluruk tanpa bala, menang tanpa ngasorake, sekti tanpa aji-aji, sugih tanpa bandha",
speaker66_m_nn_utt27,"Sakbegja-begjane wong kang lali, isih luwih begja wong kang eling lan waspada",
speaker66_m_nn_utt28,"Datan serik lamun ketaman, datan susah lamun kelangan",
speaker66_m_nn_utt29,"Ojo gumunan, ojo getunan, ojo kagetan, ojo aleman",
speaker66_m_nn_utt30,"Urip iku wang sinawang, mula aja mung nyawang sing sakpenake wae",
speaker67_m_nn_utt01,Aku lagi arep mangan sega goreng,
speaker67_m_nn_utt02,Kowe mau bengi turu jam pira,
speaker67_m_nn_utt03,Omahku cedhak banget karo pasar,
speaker67_m_nn_utt04,Sapa sing njupuk buku ning meja,
speaker67_m_nn_utt05,Ayo dolan menyang alun-alun sore iki,
speaker67_m_nn_utt06,Udan deres banget wiwit mau esuk,
speaker67_m_nn_utt07,Bapak lagi maca koran ning teras,
speaker67_m_nn_utt08,Aja lali nggawa payung yen arep lunga,
speaker67_m_nn_utt09,Bocah kui pinter banget nembang Jawa,
speaker67_m_nn_utt10,Aku ora ngerti apa karepmu,
speaker67_m_nn_utt11,Punapa panjenengan sampun dhahar,
speaker67_m_nn_utt12,Kula badhe nyuwun pirsa babagan menika,
speaker67_m_nn_utt13,Bapak nembe mawon sare wonten kamar,
speaker67_m_nn_utt14,Monggo dipununjuk tehipun mumpung taksih panas,
speaker67_m_nn_utt15,Matur nuwun sanget atas bantuanipun,
speaker67_m_nn_utt16,Kula mboten saged ndherek acara menika,
speaker67_m_nn_utt17,Panjenengan badhe tindak pundi enjing niki,
speaker67_m_nn_utt18,Simbah gerah waja sampun tigang dinten,
speaker67_m_nn_utt19,Sugeng rawuh wonten ing adicara punika,
speaker67_m_nn_utt20,Nyuwun pangapunten kula telat rawuh,
speaker67_m_nn_utt21,Regane gula pasir sekilo limang ewu rupiah,
speaker67_m_nn_utt22,Saiki wis jam wolu luwih seprapat,
speaker67_m_nn_utt23,Dalan menyang Solo macet total,
speaker67_m_nn_utt24,Tuku bensin rong liter neng pom bensin,
speaker67_m_nn_utt25,Wis suwe awakdewe ora ketemu,
speaker67_m_nn_utt26,Langite katon mendhung peteng dhedhet,
speaker67_m_nn_utt27,Adhiku seneng banget dolanan bal-balan,
speaker67_m_nn_utt28,Kucingku ilang wingi sore durung ketemu,
speaker67_m_nn_utt29,Sampun dangun mboten kepanggih kalih panjenengan,
speaker67_m_nn_utt30,Gunung Merapi katon gagah saking kadohan,
speaker68_m_nn_utt01,sugeng enjang kulo badhe dhahar,iPhone 13 Pro Max
speaker68_m_nn_utt02,menapa panjenengan sampun siram,iPhone 13 Pro Max
speaker68_m_nn_utt03,kulo badhe tindak dhateng kampus,iPhone 13 Pro Max
speaker68_m_nn_utt04,sakmenika jam pitu enjang,iPhone 13 Pro Max
speaker68_m_nn_utt05,monggo dipun unjuk tehipun,iPhone 13 Pro Max
speaker68_m_nn_utt06,kulo nyuwun pangapunten nggih,iPhone 13 Pro Max
speaker68_m_nn_utt07,dinten menika hawanipun asrep sanget,iPhone 13 Pro Max
speaker68_m_nn_utt08,panjenengan badhe tindak pundi,iPhone 13 Pro Max
speaker68_m_nn_utt09,matur nuwun sanget atas bantuane,iPhone 13 Pro Max
speaker68_m_nn_utt10,kulo badhe tumbas buku tulis,iPhone 13 Pro Max
speaker68_m_nn_utt11,mangga pinarak wonten mriki,iPhone 13 Pro Max
speaker68_m_nn_utt12,sampun dangu mboten kepanggih,iPhone 13 Pro Max
speaker68_m_nn_utt13,badhe nyuwun pirsa dalemipun pak rt,iPhone 13 Pro Max
speaker68_m_nn_utt14,kulo badhe wangsul rumiyin,iPhone 13 Pro Max
speaker68_m_nn_utt15,sakmenika reginipun uwos pinten,iPhone 13 Pro Max
speaker68_m_nn_utt16,kulo mboten ngertos menawi wonten acara,iPhone 13 Pro Max
speaker68_m_nn_utt17,ndherek langkung nuwun sewu,iPhone 13 Pro Max
speaker68_m_nn_utt18,bapak saweg maos koran,iPhone 13 Pro Max
speaker68_m_nn_utt19,ibu nuju masak wonten pawon,iPhone 13 Pro Max
speaker68_m_nn_utt20,adik dolanan bal wonten latar,iPhone 13 Pro Max
speaker68_m_nn_utt21,kulo badhe sare rumiyin,iPhone 13 Pro Max
speaker68_m_nn_utt22,monggo dhahar sesarengan,iPhone 13 Pro Max
speaker68_m_nn_utt23,nyuwun tolong pundhutaken toya,iPhone 13 Pro Max
speaker68_m_nn_utt24,kulo badhe ngerjakaken tugas kuliah,iPhone 13 Pro Max
speaker68_m_nn_utt25,griya kulo celak saking mriki,iPhone 13 Pro Max
speaker68_m_nn_utt26,sampun jam songo dalu,iPhone 13 Pro Max
speaker68_m_nn_utt27,kulo badhe kesah dhateng solo,iPhone 13 Pro Max
speaker68_m_nn_utt28,mbenjing enjang kulo wonten kelas,iPhone 13 Pro Max
speaker68_m_nn_utt29,sakedap malih kulo dugi,iPhone 13 Pro Max
speaker68_m_nn_utt30,mugi mugi tansah pinaringan sehat,iPhone 13 Pro Max
speaker69_m_n_utt01,"Wis suwe ora ketemu, pie kabare?",Macbook Air M1
speaker69_m_n_utt02,Kuwe ana waktu kosong ora ngko sore?,Macbook Air M1
speaker69_m_n_utt03,"Tumben kuwe teka luwih ndisik, biasane tekane paling akhir.",Macbook Air M1
speaker69_m_n_utt04,"ngapurane aku ora kober mbales pesenmu, sakdinanan iki gaweanku akeh banget.",Macbook Air M1
speaker69_m_n_utt05,"nek ora kabotan, oleh takok masalah sing ndek wingi kene bahas bareng?",Macbook Air M1
speaker69_m_n_utt06,ngko kene lunga jam pira? soale aku kudu siap-siap sek ben ora telat.,Macbook Air M1
speaker69_m_n_utt07,"karuan kene ketemu langsung ning tempate ae, ben luwih praktis.",Macbook Air M1
speaker69_m_n_utt08,kayake aku bakal teka telat sitik soale jalanane macet pol dina iki.,Macbook Air M1
speaker69_m_n_utt09,"nek udane ora mandek, kayake acarane kene terpaksa kudu ditunda sek ngasi besok.",Macbook Air M1
speaker69_m_n_utt10,kabari aku nek kuwe wes tekan ning lokasi. ngko aku langsung nyusul merono.,Macbook Air M1
speaker69_m_n_utt11,oleh tolong jipuke barang sing ono ning atas meja kui?,Macbook Air M1
speaker69_m_n_utt12,"aku arep lunga menyang warung sediluk, arep titip apa?",Macbook Air M1
speaker69_m_n_utt13,"rasane dina iki panase pol, ngasi kipas ae ora kerasa atise.",Macbook Air M1
speaker69_m_n_utt14,aja lali kuncine didokok ning tempat biasane ben ora bingung nggoleke.,Macbook Air M1
speaker69_m_n_utt15,"panganane wis tak siapke ning meja, ngko nek misal kuwe laper tinggal dipanaske",Macbook Air M1
speaker69_m_n_utt16,"tugas sing diwenehi ndek wingi angel yo, aku ngasik kudu begadang",Macbook Air M1
speaker69_m_n_utt17,"tulung diperiksa meneh laporane, wedine isih ono sing salah tulis",Macbook Air M1
speaker69_m_n_utt18,rapat dina iki kayake bakal ngenteke waktu akeh soale akeh hal penting sing kudu dibahas,Macbook Air M1
speaker69_m_n_utt19,"matur nuwun banget kanggo bantuane, kerjaanku dadi luwih cepet bar.",Macbook Air M1
speaker69_m_n_utt20,"ngapurane, kayake aku ora isa melu soale ana urusan mendadak.",Macbook Air M1
speaker69_m_n_utt21,"sebenere aku pingin lunga, tapi awakku rasane kurang sehat seka ndek esuk.",Macbook Air M1
speaker69_m_n_utt22,"ora maksudku nolak, tapi kayake ide kui kurang cocok nek kene terapke saiki.",Macbook Air M1
speaker69_m_n_utt23,"walah, aku lagi sadar nek dompetku keri ing omah pas arep mangkat mau.",Macbook Air M1
speaker69_m_n_utt24,"kayake sesok-sesok ae kene bahas iki, saiki sirahku lagi ngelu banget.",Macbook Air M1
speaker69_m_n_utt25,menurutku harga panganan ing kene mahal kanggo porsi sing secuplik iki.,Macbook Air M1
speaker69_m_n_utt26,"aku setuju karo pendapatmu, iku emang solusi sing paling cocok kanggo saiki.",Macbook Air M1
speaker69_m_n_utt27,"jujur ae, aku sebenere ora patio paham karo apa sing ndee jelaske mau ning ngarep.",Macbook Air M1
speaker69_m_n_utt28,"aku salut karo usahamu, hasile bener-bener ing luar dugaane kene kabeh.",Macbook Air M1
speaker69_m_n_utt29,semoga ae kabeh rencana kita dina iki isa lancar ora ana hambatan apa-apa.,Macbook Air M1
speaker69_m_n_utt30,apa sih sing bok goleki ning donya iki?,Macbook Air M1
speaker70_m_nn_utt01,Wong sabar rejekine jembar.,Laptop Asus Vivobook 15
speaker70_m_nn_utt02,"Awakmu kudu sekolah, men dadi uwong.",Laptop Asus Vivobook 15
speaker70_m_nn_utt03,Urip nang dunyo iku sakjane mung sepisan.,Laptop Asus Vivobook 15
speaker70_m_nn_utt04,Narimo ing pandum.,Laptop Asus Vivobook 15
speaker70_m_nn_utt05,"Ojo dumeh karo sek saiki, urip nang dunyo iku mung sementara.",Laptop Asus Vivobook 15
speaker70_m_nn_utt06,Sopo sing nandur yo kui sing bakal manen hasil.,Laptop Asus Vivobook 15
speaker70_m_nn_utt07,"Fokus, ojo guyon wae. Men gaweane enggal rampung.",Laptop Asus Vivobook 15
speaker70_m_nn_utt08,"Nek arep urip e tentrem, yo sholawat.",Laptop Asus Vivobook 15
speaker70_m_nn_utt09,"Piye kabare, Nduk?",Laptop Asus Vivobook 15
speaker70_m_nn_utt10,"Namine sinten, cah ayu?",Laptop Asus Vivobook 15
speaker70_m_nn_utt11,"Dahar e ditambah, men cepet lemu.",Laptop Asus Vivobook 15
speaker70_m_nn_utt12,Sugeng enjang seduluripun.,Laptop Asus Vivobook 15
speaker70_m_nn_utt13,"Saiki dinten Sebtu, wayahe libur.",Laptop Asus Vivobook 15
speaker70_m_nn_utt14,Semoga enggal mari.,Laptop Asus Vivobook 15
speaker70_m_nn_utt15,Sugeng sonten kancaku!,Laptop Asus Vivobook 15
speaker70_m_nn_utt16,"Cuaca ne cerah, koyo ati ku.",Laptop Asus Vivobook 15
speaker70_m_nn_utt17,"Sinau, ojo dolanan hp wae.",Laptop Asus Vivobook 15
speaker70_m_nn_utt18,Kamarku yen wengi dadi adem banget.,Laptop Asus Vivobook 15
speaker70_m_nn_utt19,Aku seneng dolanan bareng kanca-kancaku sawise bali sekolah.,Laptop Asus Vivobook 15
speaker70_m_nn_utt20,Tasku iki regane larang.,Laptop Asus Vivobook 15
speaker70_m_nn_utt21,Aku wedi lewat alas wayah bengi.,Laptop Asus Vivobook 15
speaker70_m_nn_utt22,Kampungku sepi yen wayah prei.,Laptop Asus Vivobook 15
speaker70_m_nn_utt23,Tulung simpen file iki ing folder sing bener.,Laptop Asus Vivobook 15
speaker70_m_nn_utt24,Wong-wong kuwi nyiapake presentasi kanggo rapat sesuk.,Laptop Asus Vivobook 15
speaker70_m_nn_utt25,Sistem iki perlu dianyarke menyang versi paling anyar.,Laptop Asus Vivobook 15
speaker70_m_nn_utt26,Tulung priksa apa kabeh data wis cocog.,Laptop Asus Vivobook 15
speaker70_m_nn_utt27,Kita lagi nglumpukake masukan saka para peserta.,Laptop Asus Vivobook 15
speaker70_m_nn_utt28,Aku bakal nerusake gaweanku sawise ngaso sak bentar.,Laptop Asus Vivobook 15
speaker70_m_nn_utt29,Aku lagi nyiapake jadwal kanggo dina iki.,Laptop Asus Vivobook 15
speaker70_m_nn_utt30,Esuk iki cuacane cerah lan anget.,Laptop Asus Vivobook 15
